Date,Open,High,Low,Close,Volume,Adj Close
2012-10-01,65.90,65.90,65.90,65.90,000,65.39
2012-09-28,65.75,66.05,65.60,65.90,2406200,65.39
2012-09-27,65.35,66.45,65.25,65.70,3224200,65.19
2012-09-26,66.10,66.10,65.30,65.35,2133400,64.84
2012-09-25,65.95,66.30,65.70,66.10,2950600,65.58
2012-09-24,65.50,65.85,65.20,65.60,1552100,65.09
2012-09-21,66.00,66.10,65.30,65.85,2244000,65.34
2012-09-20,66.00,66.00,65.50,65.85,1920100,65.34
2012-09-19,65.40,65.90,65.05,65.70,2358200,65.19
2012-09-18,65.20,65.65,65.00,65.05,3047400,64.54
2012-09-17,64.90,65.40,64.80,65.25,2307500,64.74
2012-09-14,64.70,65.30,64.70,65.20,3141900,64.69
2012-09-13,64.35,64.80,64.30,64.70,1331600,64.20
2012-09-12,64.30,64.85,64.30,64.70,3175500,64.20
2012-09-11,64.05,64.65,64.00,64.50,2762300,64.00
2012-09-10,64.30,64.70,64.15,64.60,2101200,64.10
2012-09-07,63.25,64.65,63.25,64.50,4230900,64.00
2012-09-06,63.30,63.50,63.05,63.30,2579500,62.81
2012-09-05,63.80,63.90,63.45,63.50,3151100,63.00
2012-09-04,64.35,64.75,64.00,64.00,2000500,63.50
2012-09-03,64.50,65.10,64.30,64.70,1640500,64.20
2012-08-31,64.50,65.05,64.50,64.65,3992900,63.62
2012-08-30,64.75,65.05,64.60,64.60,3476400,63.57
2012-08-29,65.00,65.25,64.85,64.90,2881100,63.87
2012-08-28,65.00,65.50,65.00,65.00,2312000,63.96
2012-08-27,65.30,65.30,65.00,65.10,2057100,64.06
2012-08-24,65.20,65.35,65.05,65.10,2228300,64.06
2012-08-23,65.25,65.70,65.25,65.35,2185200,64.31
2012-08-22,65.35,65.60,65.25,65.30,1754700,64.26
2012-08-21,65.35,66.00,65.15,65.65,2107100,64.60
2012-08-20,65.35,65.60,65.05,65.50,2070800,64.46
2012-08-17,65.05,65.80,65.05,65.60,3819700,64.55
2012-08-16,66.00,66.10,65.10,65.20,5082100,64.16
2012-08-15,66.90,66.90,65.85,66.10,4967500,65.05
2012-08-14,67.80,68.40,67.30,67.75,3160500,66.67
2012-08-13,67.60,67.65,67.00,67.60,832100,66.52
2012-08-10,67.05,67.60,67.00,67.30,1725200,66.23
2012-08-09,67.00,67.50,66.85,67.45,2153100,66.38
2012-08-08,67.20,67.40,66.70,66.90,2135100,65.83
2012-08-07,67.30,67.30,66.85,67.25,1925400,66.18
2012-08-06,67.25,67.25,66.70,66.90,1847600,65.83
2012-08-03,66.40,66.95,66.40,66.85,1189300,65.78
2012-08-02,67.15,67.20,66.75,66.80,1756600,65.74
2012-08-01,66.25,67.20,66.25,66.85,1966300,65.78
2012-07-31,66.55,67.15,66.50,67.00,3254700,65.93
2012-07-30,65.85,66.95,65.70,66.90,3233900,65.83
2012-07-27,65.30,65.85,64.85,65.75,1644100,64.70
2012-07-26,64.60,65.20,64.45,65.00,2433600,63.96
2012-07-25,64.50,65.10,64.50,64.85,1912400,63.82
2012-07-24,65.25,65.55,64.80,64.85,1094000,63.82
2012-07-23,65.20,65.70,64.90,65.10,1965500,64.06
2012-07-20,65.80,65.90,65.15,65.80,2562700,64.75
2012-07-19,66.00,66.25,65.70,66.00,2062900,64.95
2012-07-18,65.00,65.70,65.00,65.25,1528000,64.21
2012-07-17,64.85,65.50,64.80,65.40,2761000,64.36
2012-07-16,64.90,64.95,64.40,64.45,1696600,63.42
2012-07-13,65.15,65.15,64.80,64.85,1655900,63.82
2012-07-12,65.25,65.25,64.65,64.75,1649200,63.72
2012-07-11,65.00,65.80,64.80,65.00,4212200,63.96
2012-07-10,67.00,67.00,65.35,65.45,3577300,64.41
2012-07-09,67.50,67.50,66.60,67.20,2489200,66.13
2012-07-06,67.40,67.60,67.00,67.50,2384700,66.42
2012-07-05,66.50,67.35,66.15,67.30,2849000,66.23
2012-07-04,66.80,66.80,66.20,66.45,1126200,65.39
2012-07-03,65.40,66.55,65.35,66.45,2071600,65.39
2012-07-02,65.75,65.75,65.75,65.75,000,64.70
2012-06-29,65.15,65.95,65.00,65.75,3953600,64.70
2012-06-28,65.30,65.50,64.80,64.95,2368600,63.92
2012-06-27,64.60,65.30,64.60,65.25,1435900,64.21
2012-06-26,65.00,65.20,64.75,64.90,2138000,63.87
2012-06-25,64.45,64.70,64.20,64.65,1271900,63.62
2012-06-22,64.30,65.00,64.30,64.45,1078200,63.42
2012-06-21,65.00,65.00,64.50,64.65,1909300,63.62
2012-06-20,65.30,65.30,64.75,65.00,1530900,63.96
2012-06-19,64.90,65.00,64.50,64.90,1977100,63.87
2012-06-18,64.40,64.55,64.00,64.35,1962800,63.32
2012-06-15,63.20,64.05,63.15,63.95,3012100,62.93
2012-06-14,63.65,63.75,63.10,63.20,2039800,62.19
2012-06-13,63.50,63.90,63.20,63.60,1502600,62.59
2012-06-12,63.75,63.80,63.20,63.45,1911500,62.44
2012-06-11,63.80,63.80,63.00,63.65,1929800,62.64
2012-06-08,63.30,63.50,62.75,62.85,3001800,61.85
2012-06-07,63.90,63.90,63.15,63.80,2345200,62.78
2012-06-06,63.55,63.80,63.05,63.65,1922700,62.64
2012-06-05,63.60,63.60,62.80,63.20,1907400,62.19
2012-06-04,63.20,63.75,62.50,63.60,3119200,62.59
2012-06-01,63.00,63.85,62.90,63.75,5417900,62.21
2012-05-31,63.20,63.95,62.70,63.20,11718000,61.68
2012-05-30,63.65,63.90,63.00,63.05,4913300,61.53
2012-05-29,63.80,63.95,63.50,63.85,2464100,62.31
2012-05-28,63.60,64.35,63.50,63.80,1797600,62.26
2012-05-25,64.55,64.55,63.55,63.90,2523500,62.36
2012-05-24,64.20,64.35,63.75,64.15,1931200,62.60
2012-05-23,63.85,64.05,63.15,63.85,2739100,62.31
2012-05-22,64.10,64.60,63.90,64.05,2182800,62.51
2012-05-21,64.50,64.60,63.75,63.85,1886200,62.31
2012-05-18,63.20,64.35,63.00,64.30,3516300,62.75
2012-05-17,65.20,65.25,63.50,63.65,3685900,62.12
2012-05-16,64.85,65.00,63.90,63.95,5699700,62.41
2012-05-15,64.85,65.60,64.55,65.20,1659500,63.63
2012-05-14,65.70,65.70,64.60,64.85,1960200,63.29
2012-05-11,65.90,66.00,65.40,65.55,2575800,63.97
2012-05-10,66.35,66.90,65.55,65.70,3047000,64.12
2012-05-09,66.00,66.50,65.85,65.90,2254300,64.31
2012-05-08,66.30,66.45,66.00,66.30,1969200,64.70
2012-05-07,66.35,67.05,65.90,66.00,2365200,64.41
2012-05-04,67.20,67.35,66.75,66.90,1013700,65.29
2012-05-03,67.15,67.35,66.60,66.85,1690700,65.24
2012-05-02,66.95,67.35,66.75,67.15,2460300,65.53
2012-05-01,66.45,66.45,66.45,66.45,000,64.85
2012-04-30,66.30,66.85,65.95,66.45,1754300,64.85
2012-04-27,67.00,67.00,66.00,66.05,2523700,64.46
2012-04-26,65.90,66.40,65.90,66.20,751600,64.60
2012-04-25,66.60,66.60,65.85,65.90,1056600,64.31
2012-04-24,66.30,66.75,65.85,66.25,1084800,64.65
2012-04-23,66.85,66.85,66.00,66.10,1183200,64.51
2012-04-20,66.65,66.85,66.50,66.80,1149300,65.19
2012-04-19,66.25,66.75,65.85,66.75,1539200,65.14
2012-04-18,66.50,66.50,66.20,66.50,2135600,64.90
2012-04-17,66.15,66.40,65.45,66.00,1532200,64.41
2012-04-16,65.90,66.25,65.60,66.20,1247300,64.60
2012-04-13,65.95,66.10,65.50,65.60,1963600,64.02
2012-04-12,65.85,65.90,65.10,65.55,2873200,63.97
2012-04-11,66.20,66.20,65.30,65.45,3034000,63.87
2012-04-10,66.45,66.75,65.60,65.80,2355200,64.21
2012-04-09,66.85,66.85,66.85,66.85,000,65.24
2012-04-06,66.85,66.85,66.85,66.85,000,65.24
2012-04-05,66.60,67.10,66.30,66.85,1768400,65.24
2012-04-04,66.80,66.80,66.80,66.80,000,65.19
2012-04-03,67.40,67.40,66.35,66.80,1926800,65.19
2012-04-02,67.20,67.20,66.35,67.05,2146800,65.43
2012-03-30,67.40,67.40,66.20,67.00,3407600,65.38
2012-03-29,67.15,67.25,66.40,67.20,1478100,65.58
2012-03-28,67.15,67.45,66.70,67.45,2320200,65.82
2012-03-27,66.30,67.10,66.20,67.00,1885100,65.38
2012-03-26,65.95,66.25,65.40,65.85,1816400,64.26
2012-03-23,65.90,66.00,65.50,65.50,2740500,63.92
2012-03-22,66.25,66.90,66.10,66.40,1924000,64.80
2012-03-21,66.35,66.55,65.90,66.00,2001800,64.41
2012-03-20,67.40,67.40,65.65,66.30,3386400,64.70
2012-03-19,67.95,68.00,66.95,67.05,2327900,65.43
2012-03-16,67.95,68.15,67.20,67.80,2639600,66.16
2012-03-15,68.25,68.25,67.00,67.70,2530500,66.07
2012-03-14,68.30,68.40,67.60,68.25,2383500,66.60
2012-03-13,67.80,68.25,67.50,68.05,1724700,66.41
2012-03-12,67.40,67.50,66.80,67.45,2299700,65.82
2012-03-09,67.55,67.90,66.65,67.55,4420100,65.92
2012-03-08,67.85,69.00,67.85,68.95,5064600,66.35
2012-03-07,67.45,68.60,67.35,68.35,3651800,65.77
2012-03-06,68.10,68.50,67.50,67.95,3345400,65.39
2012-03-05,67.80,68.10,67.50,67.90,3496600,65.34
2012-03-02,68.90,68.95,68.00,68.20,2832100,65.63
2012-03-01,68.15,68.90,68.15,68.80,2897800,66.21
2012-02-29,67.75,68.75,67.25,68.50,5723100,65.92
2012-02-28,66.15,67.60,66.10,67.35,3860800,64.81
2012-02-27,66.15,66.90,66.00,66.15,2805200,63.66
2012-02-24,66.15,66.55,65.80,66.45,2527300,63.94
2012-02-23,66.15,66.45,66.00,66.15,2339500,63.66
2012-02-22,66.45,66.50,66.10,66.50,2214800,63.99
2012-02-21,65.45,66.55,65.40,66.50,4447500,63.99
2012-02-20,65.25,65.60,65.15,65.40,2369200,62.93
2012-02-17,65.20,65.45,65.05,65.25,2132500,62.79
2012-02-16,65.30,65.30,64.60,65.15,2284400,62.69
2012-02-15,64.60,65.30,64.60,65.15,4434700,62.69
2012-02-14,64.70,64.80,64.40,64.65,2648100,62.21
2012-02-13,64.30,64.70,64.10,64.70,3210400,62.26
2012-02-10,63.35,64.25,63.30,64.05,4090000,61.64
2012-02-09,63.40,63.80,63.25,63.60,2614300,61.20
2012-02-08,63.90,63.90,63.40,63.65,3242700,61.25
2012-02-07,63.00,63.65,63.00,63.60,2929300,61.20
2012-02-06,63.55,63.60,62.95,63.00,3601200,60.62
2012-02-03,63.30,63.65,63.00,63.10,4510200,60.72
2012-02-02,63.50,63.75,63.20,63.35,5566500,60.96
2012-02-01,63.80,63.90,63.50,63.75,2458100,61.35
2012-01-31,64.45,64.55,63.40,63.50,5726500,61.11
2012-01-30,63.35,64.20,63.05,64.00,4713700,61.59
2012-01-27,62.15,63.40,62.15,63.00,5608700,60.62
2012-01-26,62.95,63.00,62.15,62.45,5318400,60.10
2012-01-25,62.75,62.75,62.75,62.75,000,60.38
2012-01-24,62.75,62.75,62.75,62.75,000,60.38
2012-01-23,62.75,62.75,62.75,62.75,000,60.38
2012-01-20,62.65,63.40,62.15,62.75,4282800,60.38
2012-01-19,62.75,62.90,62.10,62.30,6216400,59.95
2012-01-18,64.10,64.45,62.65,62.95,5555300,60.58
2012-01-17,63.50,64.20,63.30,64.10,3724000,61.68
2012-01-16,64.00,64.05,63.20,63.25,3848800,60.87
2012-01-13,64.50,64.90,64.00,64.10,5008300,61.68
2012-01-12,65.70,65.90,64.50,64.85,6619000,62.40
2012-01-11,66.35,66.55,65.80,65.90,2637600,63.42
2012-01-10,66.50,66.70,66.10,66.70,1935600,64.19
2012-01-09,66.50,66.50,65.95,66.45,1690300,63.94
2012-01-06,66.40,66.55,65.75,66.50,3259700,63.99
2012-01-05,66.40,66.40,65.90,66.35,1100800,63.85
2012-01-04,66.45,66.50,65.80,66.30,2809000,63.80
2012-01-03,66.50,66.85,65.80,66.20,1826500,63.70
2012-01-02,66.05,66.05,66.05,66.05,000,63.56
2011-12-30,65.45,66.15,65.45,66.05,1204900,63.56
2011-12-29,65.80,65.80,65.35,65.50,1665800,63.03
2011-12-28,65.75,65.90,65.35,65.55,1654800,63.08
2011-12-27,66.05,66.05,66.05,66.05,000,63.56
2011-12-26,66.05,66.05,66.05,66.05,000,63.56
2011-12-23,66.20,66.30,65.80,66.05,974900,63.56
2011-12-22,65.75,66.10,65.65,65.90,1650400,63.42
2011-12-21,65.50,66.15,65.40,65.75,1555500,63.27
2011-12-20,65.20,66.20,65.10,65.60,1527000,63.13
2011-12-19,65.20,65.70,65.00,65.30,2321100,62.84
2011-12-16,65.20,66.70,65.20,66.05,2943700,63.56
2011-12-15,65.70,66.00,65.25,65.25,2883700,62.79
2011-12-14,65.50,66.50,65.50,66.25,3092600,63.75
2011-12-13,65.75,66.00,65.55,65.75,2608400,63.27
2011-12-12,67.10,67.10,66.00,66.10,2011500,63.61
2011-12-09,67.05,67.40,66.60,66.60,2489100,64.09
2011-12-08,67.00,67.65,67.00,67.50,1711700,64.96
2011-12-07,66.95,67.85,66.75,67.30,2614400,64.76
2011-12-06,67.00,67.55,66.65,66.75,2287500,64.23
2011-12-05,67.90,67.90,67.40,67.60,2053100,65.05
2011-12-02,68.00,68.20,67.25,67.40,4472600,64.86
2011-12-01,68.35,68.85,68.05,68.60,5224300,65.51
2011-11-30,68.30,68.65,68.00,68.25,4662900,65.18
2011-11-29,69.40,69.40,68.85,69.00,2072100,65.90
2011-11-28,69.65,69.90,69.05,69.10,1344300,65.99
2011-11-25,69.10,69.55,68.80,69.20,1107700,66.09
2011-11-24,69.10,69.75,68.90,69.60,2149500,66.47
2011-11-23,69.70,69.75,69.05,69.45,2246900,66.32
2011-11-22,69.05,69.80,69.00,69.40,2881700,66.28
2011-11-21,67.65,68.85,67.65,68.75,2100600,65.66
2011-11-18,68.80,68.80,68.05,68.20,2726900,65.13
2011-11-17,68.00,68.80,68.00,68.30,1770100,65.23
2011-11-16,69.10,69.10,68.20,68.35,1786300,65.27
2011-11-15,68.80,69.05,68.40,68.60,2975900,65.51
2011-11-14,69.70,69.85,68.45,68.80,4501500,65.70
2011-11-11,69.05,69.70,68.75,69.00,1751900,65.90
2011-11-10,69.65,69.65,69.00,69.20,3760200,66.09
2011-11-09,69.30,70.10,69.30,70.00,3128500,66.85
2011-11-08,71.00,71.40,69.80,70.35,2444300,67.18
2011-11-07,70.25,70.95,70.20,70.90,1912300,67.71
2011-11-04,70.75,70.80,70.00,70.70,2411700,67.52
2011-11-03,70.20,70.30,69.50,69.75,2497200,66.61
2011-11-02,70.30,71.00,69.50,70.80,3413100,67.61
2011-11-01,68.90,70.40,68.90,69.70,3084600,66.56
2011-10-31,69.20,70.50,69.20,69.55,3147100,66.42
2011-10-28,70.10,70.10,69.00,69.75,5776800,66.61
2011-10-27,70.25,70.75,69.55,69.85,4412100,66.71
2011-10-26,69.80,71.40,69.80,70.85,1723700,67.66
2011-10-25,70.40,70.85,69.65,70.70,2759200,67.52
2011-10-24,70.00,71.20,70.00,70.95,2392900,67.76
2011-10-21,69.05,70.30,69.05,70.20,1492900,67.04
2011-10-20,70.10,70.20,69.00,69.50,1866400,66.37
2011-10-19,69.30,70.45,68.50,70.25,3963000,67.09
2011-10-18,68.10,68.95,67.75,68.80,3250800,65.70
2011-10-17,68.50,69.35,68.00,68.45,3457400,65.37
2011-10-14,67.75,68.80,67.75,68.30,2341000,65.23
2011-10-13,68.00,68.15,67.15,67.90,5876900,64.84
2011-10-12,69.25,69.65,67.25,67.90,6371200,64.84
2011-10-11,70.85,70.95,69.00,69.20,2892300,66.09
2011-10-10,69.85,70.65,69.50,70.35,2131700,67.18
2011-10-07,69.50,70.00,69.00,69.90,2559800,66.75
2011-10-06,69.80,70.00,67.90,69.95,6054100,66.80
2011-10-04,69.75,70.80,68.10,68.45,5679000,65.37
2011-10-03,69.75,71.00,68.00,70.00,7015100,66.85
2011-09-30,70.55,71.55,69.90,70.55,6808700,67.38
2011-09-28,72.10,72.25,70.10,70.55,6106800,67.38
2011-09-27,73.10,73.70,72.10,73.45,3629400,70.14
2011-09-26,72.14,73.20,70.60,72.85,5965000,69.57
2011-09-23,73.70,74.00,71.50,72.25,6311500,69.00
2011-09-22,73.70,74.50,73.55,74.10,4861400,70.77
2011-09-21,74.40,74.90,73.60,74.80,5408200,71.43
2011-09-20,73.50,75.20,73.15,74.95,5541600,71.58
2011-09-19,72.40,73.25,72.00,72.85,2222400,69.57
2011-09-16,73.50,73.75,72.90,73.10,2230400,69.81
2011-09-15,72.45,73.50,71.85,73.35,4223300,70.05
2011-09-14,72.20,72.70,70.55,72.50,4263500,69.24
2011-09-12,71.30,71.95,71.20,71.70,2902600,68.47
2011-09-09,71.95,72.50,71.50,71.85,1891000,68.62
2011-09-08,72.50,72.85,71.00,71.30,1908600,68.09
2011-09-07,72.80,72.95,71.55,72.70,2787600,69.43
2011-09-06,70.00,72.00,69.25,71.95,3327100,68.71
2011-09-05,71.55,71.70,69.75,69.95,2449300,66.80
2011-09-02,72.50,72.60,71.55,72.00,4976200,68.76
2011-09-01,72.50,72.95,72.15,72.75,4011500,68.98
2011-08-31,71.25,72.30,71.20,72.15,2534400,68.41
2011-08-30,72.50,72.50,71.05,71.90,2594900,68.17
2011-08-29,72.75,72.75,71.55,71.70,1452700,67.98
2011-08-26,72.05,72.35,71.55,71.85,2829800,68.13
2011-08-25,71.50,72.35,70.95,72.25,4886000,68.51
2011-08-24,71.00,71.40,70.25,71.00,2360100,67.32
2011-08-23,69.30,71.00,68.55,70.65,4468400,66.99
2011-08-22,68.70,69.50,67.65,69.30,4826800,65.71
2011-08-19,68.85,68.85,68.00,68.30,3410600,64.76
2011-08-18,68.90,70.30,68.90,69.70,3795500,66.09
2011-08-17,68.00,69.90,67.60,69.75,5152600,66.14
2011-08-16,66.25,68.35,66.25,68.10,3271100,64.57
2011-08-15,67.90,67.90,65.80,66.90,3682600,63.43
2011-08-12,68.00,68.00,67.00,67.45,2174300,63.95
2011-08-11,66.00,68.25,66.00,67.65,3404800,64.14
2011-08-10,68.75,68.80,67.00,67.75,6198500,64.24
2011-08-09,66.00,69.10,64.90,66.95,9337000,63.48
2011-08-08,68.00,69.40,67.00,67.85,5667400,64.33
2011-08-05,70.90,70.90,67.85,69.20,8311200,65.61
2011-08-04,70.85,71.20,70.05,70.45,2092300,66.80
2011-08-03,72.00,72.00,70.75,70.85,2819200,67.18
2011-08-02,71.85,73.00,71.85,72.15,2389300,68.41
2011-08-01,72.40,73.05,71.55,72.35,2633300,68.60
2011-07-29,72.65,72.65,70.40,72.00,3050900,68.27
2011-07-28,70.00,72.00,70.00,71.65,2445000,67.94
2011-07-27,70.35,70.85,70.20,70.80,820700,67.13
2011-07-26,69.40,71.05,69.40,70.70,1810900,67.04
2011-07-25,69.45,70.30,69.45,69.90,1648200,66.28
2011-07-22,69.65,70.00,69.20,69.90,1430400,66.28
2011-07-21,70.00,70.00,69.40,69.65,1079700,66.04
2011-07-20,69.80,69.90,69.30,69.80,2293900,66.18
2011-07-19,67.85,69.45,67.85,69.30,2107500,65.71
2011-07-18,68.15,68.80,68.15,68.30,1291700,64.76
2011-07-15,68.40,69.10,68.25,68.65,2360700,65.09
2011-07-14,68.55,68.85,68.20,68.50,1776400,64.95
2011-07-13,67.80,68.70,67.10,68.55,3459000,65.00
2011-07-12,68.00,68.15,67.35,67.50,3142500,64.00
2011-07-11,67.80,68.25,67.45,67.60,1386200,64.10
2011-07-08,67.25,68.05,67.25,67.70,2596400,64.19
2011-07-07,67.35,68.00,67.00,67.05,2628500,63.58
2011-07-06,67.65,68.20,67.40,67.45,2202700,63.95
2011-07-05,68.20,68.50,67.60,67.80,2183500,64.29
2011-07-04,69.00,69.40,67.65,68.20,3762300,64.67
2011-06-30,67.95,69.00,67.95,68.95,2634700,65.38
2011-06-29,67.95,68.10,67.55,67.95,1536100,64.43
2011-06-28,68.00,68.20,67.45,68.00,1560500,64.48
2011-06-27,67.90,68.20,67.75,68.15,2232400,64.62
2011-06-24,67.95,68.45,67.45,68.25,3970200,64.71
2011-06-23,67.00,67.50,66.70,67.25,1742400,63.76
2011-06-22,67.30,67.30,66.60,67.00,2230600,63.53
2011-06-21,65.80,67.45,65.60,67.30,5412800,63.81
2011-06-20,65.85,65.95,65.15,65.60,3290700,62.20
2011-06-17,66.75,66.75,65.60,65.70,2681200,62.30
2011-06-16,66.35,67.40,66.00,66.65,6294600,63.20
2011-06-15,66.20,67.55,65.70,67.30,6027400,63.81
2011-06-14,64.85,66.00,64.75,65.75,2452100,62.34
2011-06-13,64.60,65.20,64.50,65.10,1673400,61.73
2011-06-10,64.95,65.00,64.35,64.75,2259300,61.39
2011-06-09,64.90,65.05,64.35,64.95,2639000,61.58
2011-06-08,64.90,65.00,64.40,64.60,2985100,61.25
2011-06-07,65.95,65.95,64.90,65.15,3123700,61.77
2011-06-03,66.05,66.15,65.00,65.10,3592600,61.73
2011-06-02,66.25,66.35,65.70,65.90,2242400,62.48
2011-06-01,65.95,66.80,65.50,66.55,4589900,63.10
2011-05-31,66.00,66.50,65.55,66.40,4635400,62.47
2011-05-30,65.35,65.50,64.95,65.35,1458000,61.48
2011-05-27,64.80,65.30,64.40,65.25,2735700,61.38
2011-05-26,64.45,64.80,64.40,64.70,1681700,60.87
2011-05-25,63.80,64.60,63.75,64.45,1425400,60.63
2011-05-24,64.05,64.30,63.95,64.05,796600,60.26
2011-05-23,64.20,64.25,63.75,64.05,2151100,60.26
2011-05-20,64.40,64.50,64.15,64.45,1214600,60.63
2011-05-19,64.05,64.45,63.75,64.45,3154300,60.63
2011-05-18,64.10,64.25,64.00,64.15,1499200,60.35
2011-05-17,63.65,64.05,63.55,63.95,1589700,60.16
2011-05-16,63.65,64.20,63.65,63.95,1305500,60.16
2011-05-13,64.00,64.20,63.45,64.15,1947700,60.35
2011-05-12,63.90,64.05,63.35,63.45,1637200,59.69
2011-05-11,64.20,64.20,63.60,63.90,1732100,60.11
2011-05-09,64.00,64.10,63.65,64.05,949100,60.26
2011-05-06,63.75,64.00,63.50,63.65,2203100,59.88
2011-05-05,64.00,64.10,63.50,64.00,2305100,60.21
2011-05-04,63.60,63.95,63.35,63.65,2794400,59.88
2011-05-03,63.50,64.10,63.50,63.75,1609500,59.97
2011-04-29,63.60,64.00,63.55,63.90,1554900,60.11
2011-04-28,64.05,64.10,63.25,63.95,2998700,60.16
2011-04-27,63.95,64.10,63.50,63.70,1756800,59.93
2011-04-26,63.55,63.70,63.20,63.60,1621200,59.83
2011-04-21,63.35,64.00,63.10,63.90,1246800,60.11
2011-04-20,63.20,63.45,63.00,63.35,3452700,59.60
2011-04-19,63.65,63.80,63.35,63.50,1584000,59.74
2011-04-18,64.05,64.20,63.55,63.90,1296600,60.11
2011-04-15,64.15,64.15,63.55,63.80,1554600,60.02
2011-04-14,63.75,64.15,63.75,63.85,1770400,60.07
2011-04-13,64.15,64.15,63.75,64.05,3005500,60.26
2011-04-12,63.80,64.00,63.55,63.75,2740300,59.97
2011-04-11,63.40,63.90,63.35,63.80,1583100,60.02
2011-04-08,63.80,63.85,63.20,63.80,2582900,60.02
2011-04-07,63.45,63.95,63.45,63.90,2505700,60.11
2011-04-06,64.20,64.20,63.35,63.70,3493800,59.93
2011-04-04,63.25,63.55,62.85,63.55,3059200,59.78
2011-04-01,63.35,63.50,62.85,63.25,2325200,59.50
2011-03-31,62.65,63.20,62.35,62.90,2935700,59.17
2011-03-30,62.40,63.30,62.00,62.75,3571100,59.03
2011-03-29,62.25,62.45,62.00,62.40,1706500,58.70
2011-03-28,61.80,62.45,61.50,62.35,2069100,58.66
2011-03-25,62.00,62.00,61.50,61.90,2043000,58.23
2011-03-24,62.10,62.25,61.40,61.70,1869900,58.04
2011-03-23,61.85,62.00,61.20,61.80,1847200,58.14
2011-03-22,61.35,61.90,61.15,61.85,3056100,58.19
2011-03-21,60.35,61.50,60.10,61.35,3844400,57.72
2011-03-18,61.25,61.65,59.85,59.95,6494700,56.40
2011-03-17,61.50,61.90,60.90,61.10,6281200,57.48
2011-03-16,62.10,62.50,62.00,62.25,3651800,58.56
2011-03-15,63.60,63.60,61.50,62.60,7147700,58.89
2011-03-14,63.65,64.75,63.65,64.60,3249300,59.91
2011-03-11,64.30,64.50,63.65,63.70,2487700,59.07
2011-03-10,64.10,64.30,64.00,64.20,1065000,59.54
2011-03-09,64.45,64.50,63.75,64.15,2769700,59.49
2011-03-08,63.10,64.20,63.05,63.70,3325800,59.07
2011-03-07,62.80,63.45,62.80,63.10,1889000,58.52
2011-03-04,63.35,63.45,63.05,63.10,3812500,58.52
2011-03-03,63.25,63.25,63.00,63.10,2246600,58.52
2011-03-02,63.45,63.50,63.00,63.05,2427500,58.47
2011-03-01,63.25,63.65,63.05,63.50,4134900,58.89
2011-02-28,63.30,63.60,62.95,63.45,3946500,58.84
2011-02-25,63.20,63.50,62.75,63.35,3076700,58.75
2011-02-24,63.40,63.50,62.75,62.95,2614000,58.38
2011-02-23,63.40,63.45,63.15,63.40,1979500,58.79
2011-02-22,63.35,63.40,62.60,63.25,1685300,58.66
2011-02-21,63.20,63.40,62.90,63.20,1419800,58.61
2011-02-18,62.30,62.95,62.25,62.85,2417800,58.28
2011-02-17,62.80,62.80,62.25,62.50,2129000,57.96
2011-02-16,62.70,62.95,62.30,62.80,1305100,58.24
2011-02-15,62.35,62.85,62.25,62.65,2945100,58.10
2011-02-14,62.10,62.85,62.10,62.60,2785000,58.05
2011-02-11,62.05,62.90,62.05,62.45,2922800,57.91
2011-02-10,63.00,63.05,62.00,62.35,5080100,57.82
2011-02-09,63.40,63.45,63.00,63.05,4020900,58.47
2011-02-08,63.30,63.95,63.20,63.35,4088200,58.75
2011-02-07,64.20,64.35,63.25,63.30,3732400,58.70
2011-02-02,64.20,64.50,64.05,64.35,3270000,59.68
2011-02-01,63.25,64.25,63.20,63.90,7671800,59.26
2011-01-31,63.50,63.75,63.15,63.25,3619500,58.66
2011-01-28,64.05,64.05,63.70,63.80,2057200,59.17
2011-01-27,63.90,64.10,63.75,63.85,2621300,59.21
2011-01-26,63.75,64.45,63.75,63.90,2884500,59.26
2011-01-25,64.00,64.20,63.80,63.80,2644800,59.17
2011-01-24,64.50,64.50,63.90,64.10,1894900,59.44
2011-01-21,64.30,64.65,63.95,64.15,2715700,59.49
2011-01-20,64.50,64.50,64.00,64.10,1557300,59.44
2011-01-19,64.50,64.90,64.25,64.50,1929600,59.81
2011-01-18,64.50,64.50,64.00,64.25,1346900,59.58
2011-01-17,64.45,64.55,63.75,64.05,1843900,59.40
2011-01-14,64.65,64.65,63.80,64.00,2469400,59.35
2011-01-13,64.50,64.90,64.20,64.45,1889300,59.77
2011-01-12,64.05,64.80,64.05,64.65,2470900,59.95
2011-01-11,64.00,64.60,64.00,64.55,2311900,59.86
2011-01-10,64.40,64.55,63.60,64.00,1697000,59.35
2011-01-07,64.25,64.30,64.00,64.20,4484800,59.54
2011-01-06,64.25,64.25,63.90,64.20,2090400,59.54
2011-01-05,63.30,64.00,63.25,63.90,1883700,59.26
2011-01-04,63.95,64.25,63.50,63.60,2260200,58.98
2011-01-03,63.35,64.20,63.25,63.95,1252100,59.30
2010-12-31,63.80,63.90,63.05,63.10,1328200,58.52
2010-12-30,63.50,64.05,63.30,63.55,1570100,58.93
2010-12-29,63.40,63.95,63.10,63.80,869500,59.17
2010-12-28,63.40,63.40,63.00,63.20,1874100,58.61
2010-12-27,63.45,63.45,63.45,63.45,000,58.84
2010-12-24,63.40,64.00,63.35,63.45,904100,58.84
2010-12-23,63.40,64.20,63.40,63.40,726300,58.79
